tweet_text,cyberbullying_type
RT @BlalalaBeauty: Kat and Andre still being disgusting human beings #mkr,not_cyberbullying
@KirinDave holy crap. i've got 2 of them so far. just ordered a third. i've been pretty happy so far.,not_cyberbullying
@thegeek_chick Excellent.,not_cyberbullying
@stockputout I nuked my rating by constantly helping a friend gear up all of his alts.,not_cyberbullying
"Either females having babies,gettin ass shots,or in the gym gettin they bodies hard as fuck like a nigga.. Ion want no hard body chick",not_cyberbullying
"I'm glad God doesn't see race, wealth, status, class etc...",not_cyberbullying
oh no http://t.co/HKhym83M6d,not_cyberbullying
"I didn't have an outward emotional reaction when my own grandmother died, but I am crying for Nimoy.",not_cyberbullying
@okieatheist @Allison_312 @furiechicago @steeevi I don't have to remind myself. LW trolls remind me of their hypocrisy every day.,not_cyberbullying
@Drift0r Did you know 1 in 6 women is raped in her lifetime?,not_cyberbullying
TWITTER IS ABOUT TO EXPLODE!  #mkr,not_cyberbullying
RT @g56yu: @PierceCotwa is now on twitter. If u care abt presumptively innocent? @instapundit @avfmnews @MT8_9 @AsheSchow @ScottGreenfield,not_cyberbullying
Hills councillor's idea to combat cyber bullying in the Hills http://bit.ly/ntIWHX #KasiTopShayela,not_cyberbullying
@GEOS_ciberviv xD..,not_cyberbullying
RT @SevenPerth: It's TIME... Kitchen HQ starts NOW WA! !#HungryCampers #MKR http://t.co/sWQ44IsGMS,not_cyberbullying
Ready To Go Back To School And Get Away From These People,not_cyberbullying
@ImPaboLikeYou oops yup RM155,not_cyberbullying
"Que el bullying es sÃ_lo molestar weones?, el bullying es mÃ¡s que eso, es una deporte, una pasiÃ_n... http://t.co/HdKNpdB vÃ_a @MiMejorFrase",not_cyberbullying
â€œ@mykitchenrules: Do you prefer a sweet or savoury breakfast? #mkr #hungrycampersâ€ù Pancakes all the way!!!,not_cyberbullying
@ade_gg jajajaja...va...rosada conbinada ;) y nooo...apuesto a q yo t hare bulling primero :D &lt;3,not_cyberbullying
"Deconstructed is to food what ""shabby chic"" is to decor. In other words, an excuse for a whole bunch of random shit thrown together. #MKR",not_cyberbullying
Shame the razor blades weren't near your throat #MKR,not_cyberbullying
"@ryanlochte Goooooddd Monday Morning,Sir Lochte! SMILE and have a GREat and blessed Day! Be safe always! Iî€¢U!",not_cyberbullying
@abunaseeha2 YPG/YPJ are 10 km from Jarabulus.  Peshmerga are within artillery range of Mosul.  Daesh are forcing children to fight for them,not_cyberbullying
"I have been listening to #MKR more than watching. Heard snatch cock and thought "" Yeh, they go together""",not_cyberbullying
"#mkr Colin is whinging about TOO MUCH PANCAKES?! Well, I hate unicorns.",not_cyberbullying
@mykitchenrules: Only 5 more episodes &amp; I'm up to date on the #MKR recordings lol! :â€¢),not_cyberbullying
Sorry but who changed the channel to the Next Top Model? #mkr,not_cyberbullying
"@BasicMountain i have some pretty fantastic wonderwoman stuff. but i prefer marvel, hands down. DC chars seem to emo.",not_cyberbullying
"@ikralla fyi, it looks like I was caught by it. I'm not a botter, so...",cyberbullying
"I need to just switch to an organization-based github, but I don't want to pay $25/month because I'm cheap. :\",cyberbullying
"RMAed my monoprice. Shoddy power bricks on those. Getting a refund and picking up another ASUS VG278HE. It's cheaper, anyways.",cyberbullying
@murphy_slaw https://t.co/M8w8xnUnDL,cyberbullying
"@1Life0Continues i've got the code to interpret &amp; analyze, but the weights themselves are going to take a lot of fiddling.",cyberbullying
"@krainboltgreene didn't mention your name. i call out behavior, not people. &lt;3",cyberbullying
RT @exokmv: i swear people are so fucking ignorant and annoying,cyberbullying
"Yeah, I've got a bit of a rageboner. Mentally speaking.",cyberbullying
RT @Laralyn: Uh... wow. https://t.co/CdoNLaApVr,cyberbullying
"The morning after, hung over, struggling to remember how that pile of o'reilly books ended up in your bed. ""WHAT DID I CODE LAST NIGHT""",cyberbullying
#mkr heading into 2017 with another instant restaurant round,cyberbullying
RT @BuzzFeedUK: When you accidentally open your front camera: http://t.co/gu35jqiPye,cyberbullying
That #BegaCheese ad is SO old I'm wondering if the old digger is still alive...  #MKR  lol,cyberbullying
"Getting OAPI's github set up. Transferred emojiautoblocker, created private projects, time to start importing code. http://t.co/dedqhCCDu1",cyberbullying
@jeremiahfelt those are waaaaay more spendy. this is the drive i have. just considering using built-in or if i should go software.,cyberbullying
@Jason_Gio he was already given my email a while ago by someone else.,cyberbullying
Yo lala is a #lowkey bully lmao,cyberbullying
"They are wearing pagers. Not in the ""I'm on call for a datacenter"" kind of way. Legit pagers.",cyberbullying
"@EPIPHANYRENEE Lol let's not get grand u fall in a plethora of categories 2 many 2 name lol petty,stubborn,bossy & a bully just 2 name a few",cyberbullying
"@promit_roy i'm not sure. I've never been down the track of art, so I don't have much to say about that.",cyberbullying
@Linguagroover confronting a redneck bully - I'm still white - and while facing that is right - I was still safe - unfairness breeds this,cyberbullying
"Sorry, I'm not going to say GamerGate is the same as ISIS, and you can shove your donation up your ass. @PeerWorker",cyberbullying
It's really hard to talk about abuse &amp; leave it with a positive message. Call to action is important to not discourage women from industry.,cyberbullying
@JillWetzler I âù_ï¸è u,cyberbullying
@cjcsuhta full blown redis is overkill for what I'm doing. Will try this out. :),cyberbullying
@mikeage what isn't? ;P,cyberbullying
"Just a reminder, this is the kind of logic &amp; reasoning that we've come to expect from GG: http://t.co/7RjxqC3ZsG",cyberbullying
@JosephJ89 bully - pouts-,cyberbullying
@ThePeePs2 I am not taking life advice from someone that doesn't know the diff between wear and ware,cyberbullying
"Leo was freaking out because of the wind, so I buried him in luggage so he could sleep. http://t.co/ekriu0a5pN",cyberbullying
RT @wilkieii: The @InnovatingWomen account is literally @wadhwa retweeting himself talking for women in tech. Seriously. Look at it. #StopWâ€_,cyberbullying
"If the judges didn't give their critique first, the other contestants wouldn't know what to say; they're just copying the judges #MKR",cyberbullying
@MariachiMacabre it's cool. Don't worry about it,cyberbullying
Brutal #Anal #Orgasm makes her pussy flow https://t.co/u6eKx0qU2S #Sex #Porn https://t.co/LA2nf6KSXd,cyberbullying
@TheQuinnspiracy I AM SO FUCKING EXCITED ARE YOU EXCITED,cyberbullying
@knifehorse holy shit,cyberbullying
"@vex0rian i was there, i remember the screams.",cyberbullying
"Kern was joking about ""triggering"" people the other day. Yeahhh. Kern went full Gater, big surprise. @iglvzx",cyberbullying
Both of the dogs are staring at me because they didn't know I could make noises this high pitched.,cyberbullying
@LeoKikiLady89 Funniest commercial I ever saw...until they did the Maury one.,cyberbullying
1 hour 21 minutes,cyberbullying
"@iglvzx @SwiftOnSecurity don't forget, we don't even *use* git. That's an export. We use svn. :P",cyberbullying
"@PeerWorker @EvvyKube when you're an asshole in someone's mentions and they react, it's not bullying.",cyberbullying
#Itreallymakesmemad when I see a guy bullying a girl.,cyberbullying
Oh god. I am so stubborn.,cyberbullying
"@a_man_in_black in all seriousness, i've been dying my hair since my teens. I can't remember the last time I used a single shade. Too flat.",cyberbullying
Bruhhh this naco cheddar popcorn seasoning is FUCKING GOOOOOD!!!!,cyberbullying
"@KaylaMeares  you're a bully, lol but I love you too!",cyberbullying
Oh yeah Colin! Smash those girls! :D #MKR,cyberbullying
@BasedMonitored I feel bad for the cars. Not the idiot,cyberbullying
Why is there a marching band outside my apartment?,cyberbullying
#saynotocyberbullying ha!,cyberbullying
I... I either just got really lucky or somehow found a way around the ashran queue timer. uh.,cyberbullying
RT @Newsweek: ISIS calls Trump an 'idiot' and tells U.S. to await 'bloodbath' in official comments https://t.co/jzifUjVU2l https://t.co/jDGÃ¢Â€Â_,cyberbullying
i always feel so nasty after eating ice cream Ã°ÂŸÂ˜Â_ like damn you indulgent btch.,cyberbullying
"Sometimes I hope that CA does break off and become it's own island. I love it here, but damn. The system is rigged.",cyberbullying
Someone sent pizza to the wrong address. Again. /baph is so incredibly incompetent. FreeBSD is supportive as usual. http://t.co/RFiG4kp3nr,cyberbullying
"Yo, ladies. I think it's time we sit down as a group and talk about #stopwadhwa2015. google hangouts, broadcasted.",cyberbullying
@idkjodz Mate we don't even know if he even knew her. Was fucking horrific.,cyberbullying
"I'm really enjoying how one of the product images is just a stick of gum. Also, there's cupcake flavored. Please let there be a cupcake pic.",cyberbullying
@chloehallidayTW D: I'm not a bully.,cyberbullying
@netsinger there were suggestions for haskell. ;),cyberbullying
@DjLBully shut up bully.. U love me,cyberbullying
@CALMicC not necessarily.,cyberbullying
"Walked out of the shelter with no puppy, but now I have a date. Uh. Success has many definitions.",cyberbullying
@mwlauthor yup. :),cyberbullying
RT @mwlauthor: I want #BSDCan to add talks. That takes sponsors. That blackmail tape of the CEO? Time to use it.  http://t.co/ldSX5zvflt,cyberbullying
The puppy I almost got: https://t.co/uG9ruAz6BA,cyberbullying
@a_man_in_black it's cool. i hope you feel better. i know how those nights can happen. anything i can do to help?,cyberbullying
@nat_com1 @Feminazi_Front Men don't get to have a say in whether pregnancy comes to term or not.,cyberbullying
The amount of Mean Girls mentality coming from GG supporters is hilarious. ON WEDNESDAYS WE EMAIL KOTAKU.,cyberbullying
Well behaved women seldom make history. - Laurel Thatcher Ulrich,cyberbullying
Smh ain't even gone reply to this madnesss acyber bullying!,cyberbullying
i heard some shouting and banging downstairs and i thought i was being fucking robbed but no its my brothers idiot friends,cyberbullying
Kat the #CuntFaceBitch #mkr lives to fight on. http://t.co/ngtgO2U85R,cyberbullying
"After all, everyone knows where I live. I could see some of these people drinking and getting stupid ideas about a confrontation.",cyberbullying
"Happy birthday to that bully , hoe , fake ass @JesterWester_ , i kind of love you sometimes :)",cyberbullying
@ashleylynch @mistertodd hi i like you &lt;3,cyberbullying
RT @Boobie24Dixon: Hail Fucking State!!! https://t.co/Lkm1jQd2uF,cyberbullying
I still remembered how much i bullied him. Nyehehe,cyberbullying
@yrgreatestluv @Francispiration ya la u everyday bully him sia......,cyberbullying
It better be Eva &amp; Debra or Sherie &amp; Emilie.,cyberbullying
"@taitaisanchez treadmills are like ""ooh, look me, i can walk.""  lifting is like ""I AM STRONGER THAN ERRYONE RAAAAAR""",cyberbullying
@IrinaLV143 Everybody get a little greasy on #mkr,cyberbullying
@trek @g33klady wait WHICH D&amp;D VERSION,cyberbullying
@jakeboxer I had to run for a meeting. Will try to make it back before end of day. Also OMG HI,cyberbullying
@NoraReed @KivaBay @tonitonirocca this. i loved having them around when i was just looking for something to do w/my hands while watching tv,cyberbullying
My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought,cyberbullying
"@JackAllTimeLow hahahaha you are a professional bully since a kid, now everything makes sense.",cyberbullying
Ignore those tweets. Site maintenance stuff. It was autonotifying. Turned that garbage right off.,cyberbullying
@apexys @Natanji hmm. as far as the 'block everyone that mentions me that i don't follow'- there's already filtering options for that in web,cyberbullying
ALL I WANT TO DO IS PLAY MIGHT &amp; MAGIC: HEROES IV WHAT IS THIS SHIT http://t.co/vELtL1gxNg,cyberbullying
I just saw that 3 people requested that I update my Amazon Wish-List. Hm. I usually only use it to track things I plan on buying eventually.,cyberbullying
"Creating a reporting system is difficult, because of the human intervention and level of bias that is involved.",cyberbullying
I found a box of tiaras the other day. I have no explanation. http://t.co/j5uRlfh9aw,cyberbullying
@SantaCruzTax I'm so excited. Still at GDC. stuff is wild :),cyberbullying
I'm done...I'm being judged too much by this bully this morning,cyberbullying
"RT @jimanish: #BlameOneNotAll is just a rehash of #NotAllMen, right?",cyberbullying
We're already privately working with a number of tech companies. Relationships are being built. We're making HUGE amounts of progress.,cyberbullying
@nigel_kerr &lt;3,cyberbullying
where were you when grandma the warrior hit 100 http://t.co/KX7guB6yEo,cyberbullying
"The modern GOP rests on two pillars of support: the radical â€œlibertarianâ€ù billionaires who pump in contributions, and the largely rural, less educated white â€œChristianâ€ù voters who think of themselves as the only real Americans. These folks on Trump: Whatâ€™s not to like?",cyberbullying
RT @ToroLocoNC: â€œ@zainiboy915: Don't become a slave of political correctness. http://t.co/LZdYcS6s1oâ€ù don't fall for islam / sharia.... @isâ€_,cyberbullying
"Assam NRC is done bcoz of illegal Bangladeshi Muslim migrantion since last 3 decades. J&amp;K is a part of India. The history of Kashmir is pure Hindu. The name Srinagar is not a Muslim name. Shut up idiot, you haven't been to Kashmir and you are arguing with a Kashmiri (myself)",cyberbullying
@Nick_d_Williams There are many supposed Americans that work to destroy America.,cyberbullying
"Hahahaa! Well Iâ€™m currently seeking a mother figure to emotionally adopt me, as I have no family that speaks to me. My navy seal dad raised me and passed away when I was 13. Momâ€™s whole side abandoned me right after. So now seeking a matronly wise Christian woman to adopt me",cyberbullying
"That is a RADICAL LIBERAL TALKING POINT.... The Democrats support the murder of thousands of unborn babies every year! Those are the ppl with no SOUL! NO true Christian will VOTE FOR THAT.. and THAT is the TRUTH. And NO, I know for certain I do not bow to Satan..",cyberbullying
Idiot The wives of the prophet SAW wore niqab Watch what you say and repent for your owns sake Be respectful towards muslims,cyberbullying
@sandukankanack What do you read from her face terrorist? http://t.co/zxjEZiUKRB,cyberbullying
@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 The stupidist arguments are the ones rationalizing the barbarity of Islam.,cyberbullying
"I am sure you were so happy to be with nonmuslim countries such as France, Greece, Russia, etc. You, idiot admin, listen up now, a decade before we were all Ottoman which means Muslim.",cyberbullying
What do you think every Christian woman needs to start the New Year off right? https://booksfaithandcoffee.com/?p=4305 via @booklybooks,cyberbullying
"Such hypocrites in the House , @IlhanMN says donâ€™t judge all Muslims or middle easterncountries because some people did something (I hate that by the way ) on 9/11but we are supposed to defund the police because of a few bad ones ? You fucking hypocritical left wing idiots gtfoh",cyberbullying
"I see youâ€™re of Bengali origin, youâ€™re quick to scream #BLM, yet I bet you donâ€™t speak out about whatâ€™s happening to Muslims in India and Bangladesh right now, youâ€™re just another idiot jumping on the bandwagon",cyberbullying
Grand Salute to him & Good Hindusthani-Muslims like him BUT STOP using Good Deeds of Hindusthani-Muslims for playing Al-Taqiya Emotional-Victimhood-Jihad &amp; SHELTERING Muslims-Jihadis-Terrorists Invaders-Traitors-Predators-Barbarians conspiring against Hindus-Hindutva-Humanity,cyberbullying
"It just doesn't sit right with me when a self proclaimed Christian woman, sporting a stripper name, acts like someone would be worried about contracting anything from her. Like bitch, I hope she wears that gear on a normal day, OnlyFans knows where those feet have been.",cyberbullying
"Muchlimbs killing innocent people ,but u never condemned islamic terrorism",cyberbullying
@NNdabbour64 And you get to put an X on the Islamic bullshit bingo card. http://t.co/gDAGWcox9l,cyberbullying
@IftikharAwan The Muslims relationship to god is fear.  He is told to fear Allah again and again in the Quran.,cyberbullying
"Well: English have given their country, their culture to a mixure of muslims and BLM idiots. What else can you expect? get used to it!",cyberbullying
Such a lovely Christian woman trying to pit the right against the left and create even more divisiveness. Just like the good Christian Trump is!,cyberbullying
"And who told you Hindu marriage was not legal, idiot.what the hell you are saying in Pakistan No Muslim Marriage was legal till they dont have documents , got it. Now that has been abolished and no documents are needed as you people marry without documents.",cyberbullying
"This is the problem, if the truth doesnâ€™t fit, idiots like you try to change the facts and truth. Washington post is a highly credible source, unlike the Indian fake media. It was definitely an anti-Muslim carnage. Burning mosques and killing innocents, is definitely anti-Muslim.",cyberbullying
"Muslim terrorists murder 12 people in Paris. 22,000 terrorist attacks since 9/11. It's not an aberration, it's the real #Islam",cyberbullying
"the Quran does not condone murder. only in self defense or to people who're terrorists like Isis. Mohammed even forgave the people who persecuted him. Keep cherry-picking though, you're not smart anyway",cyberbullying
"Naturally, and if you donâ€™t think that Obama is a Kenyan born national, Islamic Muslim terrorist, bent on the destruction of America, you must be an idiot!",cyberbullying
But u never condem Islamic Terrorism,cyberbullying
We only punishing which is involved in terror and separatism activity and that is good for peace and stability. And don't tell us about minority check first your country states every singal child is born for jihad. Shame on humanity. More than 40000 terrorist- your PM statement,cyberbullying
What idiots get when you elect libtards and muslim jihadists like Ilhan Omar!,cyberbullying
@TheInfoIslam We all saw Cantlie's video of how Kobane was entirely taken by the Daesh and only mopping up was left.  We are still laughing.,cyberbullying
"If u know anything about kashmiri freedom struggle then u should have understood that it's not externally motivated by Pakistan but historically and factually compelled. If speaking and fighting for your freedom is ""radical islamic terrorism,"" then u are going right. Enjoy!",cyberbullying
LOL. That Bengali idiot farted something and you accepted it. How many Sumit Bansal exist in this world? I am sure you will agree that more than 1.similarly there are more than one Faizal. It is a popular Muslim name. The article is not about tiktoker. Article is not fake.,cyberbullying
You are a high class idiot. Do you believe they voted for her? They Will never vote for non Muslim,cyberbullying
Iâ€™m not a radical hindu like you brainwashed muslims. Hindusim is about living life the way you want. We are not you idiots who blindly follow sacred books and start terror in the name pf god,cyberbullying
"Hey idiot, you go other country. We are born in india, our grand fathers fight against british for india freedom. they are freedom fighters. Tell me any single name of rss freedom fighters? We are muslims, not shoe lickers like you and savarkar.",cyberbullying
"Chinese people are ok with AA playing sports, but donâ€™t try and mix in with the citizens. Chinese communist party media plays AA as criminals, you must never trust them. CCP &amp; muslim brotherhood is using BLM , Antifa for a purpose. â€œUseful idiots â€œ",cyberbullying
"That's what these idiots have been programmed to believe. If you look at the actual numbers there have been about 180 ""Muslim grooming gang"" convictions in 30 years. I would guess maybe 150 of those convicted were of Pakistani origins.",cyberbullying
"What racist do u found in him? Sorry but u r an arse hole He is asking not to defend tabliqis, not to defend radical islamic terrorism, not to defend the muslims who r spitting on doctors, pelting stones on them. U find it racist? Actually u r racist.",cyberbullying
"Also refused to read short stories i wrote right when I was trying to see if I liked writing because a ""bad word"" offended her and she is a Christian woman",cyberbullying
@AAlwuhaib1977 Muslims are raping Christian girls with impunity around the world. http://t.co/liSKP9U8Uq,cyberbullying
Where do u get this data? Anyway you mean to say muslims are dyeing so islamic terrorism is pious and as holy as quran. Good ideology,cyberbullying
"You support the commies. Take china $$$, turn your back on the Muslim concentration camps idiot.",cyberbullying
This coin is from 1939 made by ENGLISH by #UK check you idiot a borders of Palestine. Palestine was a English protectorate NOT a Stat. There never was a Palestine State or Palestine people only Muslim Arabs which were occupying a Jewish land. #Israel,cyberbullying
"your still defending ISLAMOPHOBIA. The shuns knew what they were doing, anti-Muslim propaganda, at every opportunity, You think they attack Palestine/Iraq/Iran/Libya/syria/ not Muslims ? you idiots, its a crusade, nothing less. Also Covid19 news used images of veiled Muslim women",cyberbullying
"who is this idiot calling himself professor? Muslim commumity is majorly populated by hate mongers like you, Exceptions like @Zaffar_Nama are not muslims according to muslims like you!",cyberbullying
Have u done PhD in Islamic Terrorism I mean Information Technology..,cyberbullying
"There is difference in muslims in all countries and muslims in this subcontinent Here they're idiots, traitors &amp; terrorists When you boast so much as peaceful where were you when muslim country pak, Bangladesh &amp; Afghan is persecuting hindus and other religion",cyberbullying
Once again I am tomboy and straight Christian woman please stop calling me a man I enjoy watching sports learning i bjj watching the news reports reading news stories Girl things I enjoy Find right guy to date someday be bride wearing make up shopping tai chi and yoga,cyberbullying
@PoliticalAnt @Lithobolos @ZaibatsuNews So ISIS beheads because their prophet beheaded . ISIS rapes slaves because their prophet raped them.,cyberbullying
I recall a story a couple years back about an Arab Christian woman who volunteered for the IDF. No Arab country protects the rights of Christians like Israel does. Arabs in the IDF are volunteers.,cyberbullying
"And you are just butt hurt that a brown guy actually knows things about domestic and international law. News flash: not all of us are idiots and terrorists. PS I'm not Muslim, and even if I was, that wouldn't make me any more likely to believe what you implied.",cyberbullying
"That's the truth u people support and encourage Terrorism ...have u organised candle march , protests shahen bagh drama against Islamic Terrorism ..stopping it ?? No ..u ppl are hypocrites ..",cyberbullying
Home you are making excuses for paedophilia. if you look at the percentage of rapes per head of male population Then do the same for Pakistani Muslims if you are focusing on the fact that all the gangs were male then you are an idiot And no better than Naz Shah or Starmer,cyberbullying
@MaxBlumenthal @Ajzionts I think your Muslim friends are raping girls around the world. http://t.co/liSKP9U8Uq,cyberbullying
Iron brother....are you an idiots... calling Chinese your brother...even after knowing there facts what are they doing to there Muslim minority.,cyberbullying
"Have you forgot m.bin Qasim, m.gouri , Pani Pat war Muslims mughals and many more we ruled on you from 712 to 1857 idiot after that wo took Pakistan",cyberbullying
I really hate people who don't even know a shit about Global and Muslim politics just jump in with their own conspiracy theories. What I'm saying isnt even some fairly tales it mentioned on 100s of books by foreign writer. Make time to read books or you're gona die an idiots,cyberbullying
I want a good godly Christian woman that God jesus holy Spirit will send to help me start living right guide lead me god Jesus Holy spirit will help me to I'm tired of living a sinful life i want to change before to late god jesus holy Spirit knows when we want change for good,cyberbullying
"So #IMPOTUS called the Evangelical magazine ""Christianity Today"" as ""ET"" (instead of CT). 45 always lies about those who don't like the Pathological Narcissist. He claims they are ""Radical Left."" But they are Christian, don't support 45's deceit, + want him removed. #MAGAfail",cyberbullying
"what conservative policies are those? I canâ€™t imagine a Christian, at least one that takes the teaching of Jesus (as presented in the Bible) as his guide, being able to support this president or his policies. Is #Christian different than regular? Jesus was a radical liberal...",cyberbullying
"Buddy say thanks to allah that shivsena is not involved till yet , they don't need 70 yr to prove themselves. They r the saviours not terrorist. They don't kill any one on the name of Allah or to spread jihad. As a hindu we believe in humanity,we don't kill people to convert them",cyberbullying
no muslim radicals are the real problem in india ... these idiots want to implement islamic states in india many are peddling pakistani narratives. .how many Muslim majority secular democratic countries you can name!!their ends your blah blah,cyberbullying
Lol look at the person who is telling me this? Do u ppl respect?&amp; what I'm saying is universal fact! UNITED NATION says it! US president says it Radical islamic terrorism! &amp; Ppl frm country who r systematically killing ther own minorities r telling this philosophical thg! Joke,cyberbullying
@Love___Egypt @washingtonpost All the land that Islam holds came from war and murder. The US does not occupy a single country anywhere.,cyberbullying
It was to build one day. Certainly everyone was waiting for SC verdict. Now verdict was pronounced then what is your problem ? Yiu always kept saying Muslim community would accept whatever judgment comes. Now disturbing communal harmony you idiot.,cyberbullying
"It's not just this, it means reproductive rights will be taken away, people of color will suffer, there will be more poverty and less government assistance and more radical Christian extremist support in general Fwiw my exp as a therapist makes me think this mostly grief 1/2",cyberbullying
Are you a little bit simple? Since lockdown weâ€™ve seen them going to packed Muslim funerals to packed protest marches. They are completely ignoring social distancing rules that the rest of us are abiding to . Idiot.,cyberbullying
"RT @RudawEnglish: #ISIS has begun recruiting Moroccan prostitutes for its militants in Syria and #Iran, luring them with promises of money â€_",cyberbullying
"Non of those that passed called them non-muslims. Everyone even during ottomans saw them as Muslims but you wahabbi idiots will be seeing everyone as non-muslims just because you have secterial difference. If they are doing wrong, their judgement is with their lord...............",cyberbullying
Says who! If you with the rest of the idiots out there would like a demonstration on how ineffective masks are I would be happy to show you. You should not believe everything you hear out there without proper research. Thatâ€™s the problem with todayâ€™s society. Monkey see monkey do,cyberbullying
What the hell u were doing when Hindu kasmiri pandits were killed in lakhs. Have u written a single article to condemn islamic terrorism. U r doing budhijeevi terrorism unlike lashkar. Have u ever condemned conversion activities by force?hv u condemned genocide in pak,cyberbullying
Doesnâ€™t the far right define a Christian woman as one standing barefoot and pregnant in the kitchen and probably doing Barrâ€™s dishes?,cyberbullying
"youâ€™re own morals are subjective as well don't be an idiot, even atheists acknowledge without God there's no objective morals. you're trying to project your own illness onto Muslims, which is just desperation ... try harder and stop lying. Murtaddeen DO support bestiality",cyberbullying
This time of cpi(m) gold scam and islamic terrorism on bakrik of killing animals and yes how can u forget the Muhammad prophet film,cyberbullying
"God wasnâ€™t testing you Bubba. Thatâ€™s simply karma youâ€™re experiencing. When you chose to lie and deceive, that shitâ€™s on you. Taking a page right from the Donna Brazile Iâ€™m a Christian woman playbook BTW hereâ€™s some more â€œnon working noosesâ€ù you may run into. Be AWARE!",cyberbullying
"First of all, it's not the Muslims that made the rule you idiot",cyberbullying
Preaching islam which is a beautiful religion with so much peace n love for humanity..is jihad ..not going and killing innocent ppl..terrorism has got it totally wrong..terrorists r claiming to b muslims ..if they were they would never harm..as allah swt says â€œi will forgive if u,cyberbullying
"But he's being ""censored"" because they finally put a fact check on his lost egregious bullshit. And for any MAGA idiots complaining about whiny liberals, you spent 8 years bitching about a secret African Muslim who was going to take away your guns and impose Sharia law.",cyberbullying
"First off she doesn't claim to be Muslim, second if she is she does not speak for all of us, third BLM never gave A damn about Muslims so why should we, fourth leave us out of this. Just because a couple idiots speak you have to generalize. Last, BLM is ethnic racism= unIslamic.",cyberbullying
"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Buddhist teaching does not contain violence, hatred, or jihad. Islam does.",cyberbullying
"I wish India would rise right now against Islamic terrorism &amp; killing of Mr Pandita or Abhinav,Dilbar Negi &amp; many others in Delhi Riots,wish India spoke against Gandhi's for Sikh genocide &amp; genocide of Kashmiri Pandits by islamic terrorists &amp;when u tweet to instigate riots",cyberbullying
This mob killed two police man it is ok but we donâ€™t speak about Islamic terrorism bcz we r majority in India but u u people never see in ur own country minority shame on u propaganda makers,cyberbullying
"@AAlwuhaib1977 All the lies they tell and the mantras they repeat about apartheid, etc. are all scripted propaganda and not spontaneous.",cyberbullying
Do not insult him! You dont have the right to call him Idiot No need to pretend you care about muslims and islam a long as you use nasty words that is HAram in islam specially about our Muslim brothers!,cyberbullying
WTF is right! This christian woman is caught in Trump's sinister web of deceit &amp; lies. Can anyone trust what she says?,cyberbullying
Zulfiqar was scared him and bumlicking him ... he returned and started funding islamic terrorism ... u know what ! you lot are taught a fabricated history all brainwashed therefore i shall refuse to comment further.,cyberbullying
I have read Qur'an send from Medina English translated version. I know what is written for Jews Christian and non muslim in Quran. It is book for mentally sick perverted people like isis Taliban terrorist &amp; criminals.,cyberbullying
"@PressTV Like every Muslim country, they find money for weapons, but they don't have the money for schools.",cyberbullying
"Every Indian is a Bhakt before they were converted, you are an idiot, by running down Hinduism you are cutting the nose to spite the face. Whatâ€™s wrong if people proudly claims to be a HINDU! Muslims do it and so does Xtians! Only fools like you make it into a swear word!",cyberbullying
"BBC was actively participating in brits being idiots and flouting social distancing rules, for street parties and congo lines. Now the narrative seems to be muslims being urged to stay home for eid. Choose to see what you want Golem",cyberbullying
Tareek sahab is a blessing to humanity n zakir naik is a curse for the world who promotes jihad n terrorism those who don't understand this simple human psychology are also like zakir naik.. I mean terrorist mentality,cyberbullying
"@_enzk @NNdabbour64 And if someone wants to leave Islam, then Islam declares him an apostate and demands that he be murdered.",cyberbullying
Idiot. India ll end up in civil war. If Indian Muslims n Dalits wake up like black did in India ll be doomed sooner than you think,cyberbullying
Christians are just as dumb as Muslims are just as dumb as every other made up religion that only exists to enforce misogyny you idiots.,cyberbullying
@SevilZadeh What does ISIS do that the prophet Mohammed did not also do?,cyberbullying
Dam I had no idea you were ignorant and just assumed someones status based off a candidate. I didnâ€™t assume you were a radical socialist even though you support one. I really expected more from someone who calls themselves a Christian.,cyberbullying
"@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija No Muslim land has ever lived under anything but tyrants, dummy.",cyberbullying
"You didn't, and yes I called you an idiot. You're being super manipulative right now, and I'm done. You don't want a genuine conversation about the issues Muslim communities have, you just want to instigate people to get upset and have an ideological battle. Not doing it.",cyberbullying
@ZorazZora @zackbeauchamp This is an idiotic study made with an objective in mind.  Terrorism is not included in the murder rate.,cyberbullying
"@KamelNasrEldien True, no other ideology is as vile, murderous, backwards and stupid as Islam.",cyberbullying
So sheâ€™s a lying poor excuse of a Christian woman,cyberbullying
"Sorry but don't say that you are also a part of BJP grand plan to polarise Hindus and Muslims. For Idiots like you ""Earth is still Flat"". Enjoy your theory.",cyberbullying
